ISBN,Title,PublicationPlace,PublicationDate,Edition,AuthorNames
0706312600,A Handbook of Plant Propagation,London,1973,,Wright Robert Cecil M.
0415335167,A handbook of reflective and experimential learning : theory and practice,RoutledgeFalmer,2004,,Moon Jennifer A.
0415335167,A handbook of reflective and experimential learning : theory and practice,RoutledgeFalmer,2004,,Moon Jennifer A.
0710205023,A Handbook of Research for The Helping Professions,London,1987,,Sutton Carole
0435181866,A Handbook of the Theatre,London,1973,,Crampton Esme
1903575427,A Handbook of Theory for Social Care,Rugeley Staffs,2006-2007,,Maclean Iain; Maclean Siobhan; Pardy-MacLaughlin Lee
1874602190,A Handbook On Nutrition in Northern Ireland,Northern Ireland,1997,1ST,Health Promotion Agency for Northern Ireland
0316912123,A hard day's write,London,1994,1ST,Turner Steve
,A heritage from stone,Belfast,1986,,
063115258X,A History & Philosophy of the Social Sciences,Oxford,1987,,Manica Peter T.
"Social Skills""",Blackwell Publishing,,,,
9780853232308,A History of Adult Education in Great Britain,Liverpool,1970,2nd,Kelly Thomas
1856277585,A history of art,London,1995,Rev. ed.,Gowing Lawrence Sir
,A history of Britain,London,2000,,Schama Simon
0750215917,A history of Britain through art,England,1996,1ST,Ashley Rosemary; Powell Jillian
9780521497817,A History of Chinese Civilization,Cambridge,1996,2nd,Gernet Jacques
0140124969,A History of Contemporary Italy : Society and Politics  1943-1988,London,1990,,Ginsborg Paul
0500279101,A History of Costume in the West,London,1996,ENLARGED,Boucher Francois
9780582482821,A History of England from Edward II to James I,London,1977,,Goodman Anthony
9780333672266,A History of English Literature,London,2000,,Alexander Michael
9781176686199,A History of Everyday Things in England Volume I 1066 to 1499,London,1957,4th,Quennell Marjorie; Quennell C. H. B.
9781176686557,A History of Everyday Things in England Volume III 1733 to 1851,London,1933,,Quennell Marjorie; Quennell C. H. B.
9780713416527,A History of Everyday Things in England Volume IV 1851-1914,London,1958,,Quennell C. H. B.; Quennell Marjorie
0750015888,A history of fashion: from loincloths to Lycra,Hemel Hempstead,1995,1ST,Morley Jacqueline
9780750215565,A History of France Through Art,Hove,1995,,Powell Jillian
12VANDY,A History of Hallmarks,LONDON,,,Wilkinson Wynard R. T.
1856694186,A History of Interior Design,London,2005,2nd ed,Pile John F.
0415048885,A History of Ireland,London,1991,,Somerset Fry Fiona; Somerset Fry Peter
0416677304,A History Of Ireland,London,1968,,Curtis Edmund
0750215909,A History of Italy through Art,East Sussex,1995,1st,Harris Nathaniel
9780471543978,A History of Mathematics.,New York,1989 ,2nd ,Boyer Carl B.; Merzbach Uta C. 
9789861000060,A history of medicine,Canada,1996,,
9781872941660,A History of Modern British Adult Education,Leicester,1996,,et al; Fieldhouse Roger
0717124002,A History of Northern Ireland 1920-1996,DUBLIN,1997,,Hennessey Thomas
0356032523,A history of post-war Britain,London,1971,,Lane Peter
9780237448073,A History of South Africa,London,1974,,Were Gideon S.
0582350360,A History of the British Economy 1086-1970,Harlow,1973,,Murphy Brian
0713526246,A history of the mass media,London,1987,1ST,Bennett Olivia
0471349340,A history of the Methodist church in Great Britain,Chichester,1965,,Davies Rupert; Rupp David
0856404764,A History of Ulster, Belfast,1992,,Bardon Jonathan
0856404764,A History of Ulster, Belfast,1992,,Bardon Jonathan
0856404667,A History of Ulster,Belfast,1992,,Bardon Jonathan
0856404667,A History of Ulster,Belfast,1992,,Bardon Jonathan
9780856407031,A History of Ulster - new updated edition, Belfast,2001,2nd,Bardon Jonathan
0727851829,A Hive of Bees,Surrey,1996,,Rowlands Betty
333124898,A Jane Austen Companion: a Critical Survey and Reference Book.,London,1973,,Pinion F. B.
6824894,A Jane Austen Dictionary,New York,1968,,Apperson G. L.
0415141362,A Journalism Reader,London,1997,1st,Bromley Michael; O'Malley Tom
0704343169,A Journey into the Red Eye : The Poetry of Sylvia Plath - A Critique,London,1993,,Markey Janice
,A Keats Selection,London,1966,,Howlings Norman ; Keats John
9780236400836,A Kennel of Dogs,London,1977,,Hubbard Clifford Lionel Barry
0749316659,A Kind of Homecoming,LONDON,,,McEldowney Eugene
0582221102,A Laurie Lee selection,Harlow,1984,,Lee Laurie; Buckton Chris
0333727789,A legal framework for caring - an introduction to law and ethics in health care,London,1999,,Fletcher Lucy; Buka Paul
9780199134045,A Level Advanced Geography Through Diagrams,Oxford,1998,,Nagle Garrett; Spencer Kris
0582316545,A Level and AS Level German,London,1994,,Mckeane Alasdair
0582315506,A Level and AS Level Mathematics,London,1995,,Kenwood Michael
0199140898,A Level Biology,OXFORD,1989,,Phillips W. D.; Chilton T. J.
0199140898,A Level Biology,OXFORD,1989,,Phillips W. D.; Chilton T. J.
0199140898,A Level Biology,OXFORD,1989,,Phillips W. D.; Chilton T. J.
1857583353,A Level Biology Study Guide,London,1995,,Toole Glenn; Toole Susan
9780751005264,A Level Business Studies,London,1996,,Hosking Alan; Grier Nicholas
0333643771,A Level Business Studies,London,1995,2Rev.ed,Gorman Gerry
1857583361,A Level Chemistry,London,1994,7Rev.ed,McDuell Bob
1857583361,A Level Chemistry,London,1994,7Rev.ed,McDuell Bob
0748724028,A level chemistry - detection and analysis,Cheltenham,1996,,Ramsden Eileen N.
0748724028,A level chemistry - detection and analysis,Cheltenham,1996,,Ramsden Eileen N.
0748724001,A Level chemistry of the environment,Cheltenham,1996,,Ramsden Eileen N.
1904467520,A Level Computing,Ipswich,2004,5th Reprint,Langfield S.
0850978246,A Level course companion - Chemistry ,Gosport ,1988,4th ,McDuell Bob
0333625730,A Level Economics,Basingstoke,1996,,Grant Sue; Young Richard
1857583957,A Level Economics,LONDON,1996,6TH ED,Powell Ray
1857582225,A Level Economics,London,1982,1993,Powell Ray
185758337X,A Level English,London,1993,5Rev.ed,Coxon Rosemary
1857582306,A Level French,London,1994,,Barratt William
9781857583984,A Level Geography,London,1996,,Lines Cliff; Bolwell Laurie; et al
1857583914,A Level German,London,1996,,Davies John; Watson Keith
9781840850925,A level mathematics revision notes - for 1999/2000 exams,London,1998,,Morris Clive
9780748700509,A Level Physics,Cheltenham,1990,,Muncaster Roger
0333611713,A Level Psychology,Basingstoke,1995,,Dwyer Diana; Scampion Jane
0333611713,A Level Psychology,Basingstoke,1995,,Dwyer Diana; Scampion Jane
1857584872,A Level Q & A Mechanics,LONDON,1997,,Jennings Michael; Moran Bronwen
185758483X,A Level Q & A Psychology,London,1996,,Flanagan Cara
1857584856,A level Questions and answers - Pure Maths,LONDON,1997,Rev,Sherran Peter; Crawshaw Janet
1857584856,A level Questions and answers - Pure Maths,LONDON,1997,Rev,Sherran Peter; Crawshaw Janet
1857583531,A Level Questions and Answers Economics,London,1995,,Powell Ray
1857584864,A Level Questions and Answers Statistics,London,1997,,Morris Clive
1840851066,A Level Sociology Revision Notes,London,1998,4th,Morgan Ivor
1840851066,A Level Sociology Revision Notes,London,1998,4th,Morgan Ivor
1840851066,A Level Sociology Revision Notes,London,1998,4th,Morgan Ivor
0415104548,A Literary History of England : The Restoration and Eighteenth Century (1660-1789),London,1972,,Bond Donald; Sherburn George
0415045576,A Literary History of England : Volume 1 The Middle Ages-The Old English Period (to 1100) and The  : Middle English Period (1100-1500),London,1972,,Baugh Albert C.; Malone Kemp
0415046157,A Literary History of England : Volume 1V The Nineteenth Century and After (1789-1939),London,1992,2nd,Altick Richard D.; Chew Samuel C.
0471341048,A Literary History of Ireland,Chichester,,,Power Patrick
9780194789066,A Little Princess, Oxford,2007,,Burnett Frances Hodgson
9780194789066,A Little Princess, Oxford,2007,,Burnett Frances Hodgson
9780194789066,A Little Princess, Oxford,2007,,Burnett Frances Hodgson
0954066286,A Look around Laganside~A Photographic essay by John Baucher,Belfast,2006,,Baucher John
0954066286,A Look around Laganside~A Photographic essay by John Baucher,Belfast,2006,,Baucher John
0340590319,A lucky charm,London,1993,,Adult Literacy and Basic Skills Unit; Greig Francis; Read Bob
0340653752,A Maiden's Grave,Sevenoaks,,,Deaver Jeffery
9780435221003,A Man for all Seasons,London,1960,,Bolt Robert
9780435221003,A Man for all Seasons,London,1960,,Bolt Robert
9780435209612,A Man for All Seasons,London,1960,,Bolt Robert
9780333374351,A Man for All Seasons by Robert Bolt,London,1985,,Smith Leonard
9780333374351,A Man for All Seasons by Robert Bolt,London,1985,,Smith Leonard
074943550X,A manager's guide to health and safety at work,LONDON,2001,6th,Stranks Jeremy W.
074943550X,A manager's guide to health and safety at work,LONDON,2001,6th,Stranks Jeremy W.
9780749441203,A Manager's Guide to Health and Safety at Work ,London,2003,7th,Stranks Jeremy W.
0070849242,A manager's guide to self development,London,1986,2nd ,Pedler Mike; Burgoyne John G.; Boydell Tom
0077078292,A Manager's Guide to Self-Development,Maidenhead,1999,3rd,Boyderet T.; Burgoyne John G.; Pedler Mike
9780077149888,A Manager's Guide to Self-Development,Maidenhead,2013,6th,Pedler Mike; Burgoyne John G.; Boydell Tom
9780077149888,A Manager's Guide to Self-Development,Maidenhead,2013,6th,Pedler Mike; Burgoyne John G.; Boydell Tom
0340179961,A manual of engineering drawing practice,London,1974,,Simmons Colin H.; Maguire Dennis E.
9780435538651,A manual of sampling techniques,London,1973,,Som Ranjan K.
,A Midsummer Night's Dream,London/Glasgow,c.1960,,Shakespeare William; Chambers Edmund Kerchever
0140620958,A Midsummer Night's Dream,London,1994,,Shakespeare William
9780713154245,A Midsummer Night's Dream,London,1968,,Shakespeare William
9781853029295,A Multidisciplinary Handbook of Child and Adolescent Mental Health for Front-line Professionals,London,2002,,Dogra Nisha; et al
A737,A Murder Is Announced,,,,Christie Agatha
0002193825,A natural history of Britain's ferns,London,1988,,Page Christopher Nigel
034078167X,A New Introduction to Biology AS,Sevenoaks,2000,,Baker Margaret; Indge Bill; Rowland Martin
034078167X,A New Introduction to Biology AS,Sevenoaks,2000,,Baker Margaret; Indge Bill; Rowland Martin
0582351286,A new introduction to organic chemistry,London,1978,,Brown George Ingham
0174481772,A New Introduction to Sociology,Walton-on-Thames,1992,3rd,O'Donnell Mike
0174481772,A New Introduction to Sociology,Walton-on-Thames,1992,3rd,O'Donnell Mike
0793827663,A New Owner's Guide to Dog Training,Neptune City N.J.,1998,,Pantfoeder Dorman
0340555327,A New View of Britain,Sevenoaks,1998,,
9780717604111,A North/South Analysis of Manufacturing Growth and Productivity,Belfast/Dublin,2000,,InterTradeIreland
9780717604111,A North/South Analysis of Manufacturing Growth and Productivity,Belfast/Dublin,2000,,InterTradeIreland
0099416158,A Painted House,LONDON,2001,,Grisham John
0340072571,A Panorama of Russian literature,London,1973,,
0000488,A Passage to India,Middlesex,1961 1971 reprint,,Forster E. M.
0713161078,A Passage to India,LONDON,1978,,Forster E. M.
1854701126,A Passion for Chocolate,Great Britain,1994,1ST,Callery Emma; Murfitt Janice
9781906716042,A Passion for Justice : Social Ethics in the Celtic Tradition,Edinburgh,2008,,McMaster Johnston
9781906716042,A Passion for Justice : Social Ethics in the Celtic Tradition,Edinburgh,2008,,McMaster Johnston
1844001024,A passion for protein : high protein low carbohydrate recipes for food lovers,London,2004,,Harris Henry; Lowe Jason
0901905720,A Past Apart : Studies in the History of Catholic Belfast 1850-1950,Belfast,1996,,Blaney Roger; Ulster Historical Foundation
0901905720,A Past Apart : Studies in the History of Catholic Belfast 1850-1950,Belfast,1996,,Blaney Roger; Ulster Historical Foundation
9780333408629,A Personal Approach to Patient Care,Basingstoke,1987,,Hunt Patricia Jane; Sendell Bernice
0471374873,A Photographic Atlas of the Human Body - With Selected Cat Sheep and Cow Dissections,Chichester,2000,,Tortora Gerard J.
0760701474,A pictorial handbook of Anatomy and Physiology,New York,,,Bevan James
9780600500629,A Pictorial History of Nursing,Twickenham,1985,,Masson Madeleine
PPZZM1,A Place Apart,  London,1978,,Murphy Dervia
1903685028,A Place of Your Own - Basic Skills for Life,Shrewsbury,2000,,
CM98,A Place of Your Own : Basic Skills for Life,,2003,New ed,
0337083622,A Planning Strategy for Rural Northern Ireland,Belfast,1993,2nd ed. 1997,Town and Country Planning Service Department of the Environment (NI)
9780198329176,A Portrait Of Britain under Tudors and Stuarts 1485-1688,London,1969,,Mather C. E. L.; Price Mary R.
0199132208,A portrait of Europe 1300-1600: authority and challenge,London,1975,,Price Mary R.; Lindsay Donald
019913040X,A portrait of Europe 1789-1914: Machines and Liberty,London,1972 reprint 1983,,Price Mary R.; Lindsay Donald; Roberts Martin
09132259,A Portrait of Europe 1900-1973: The New Barbarism?,London,1975,,Roberts Martin
0199130388,A portrait of Europe 300 - 1300: From Barbarism to Chivalry,London,1972,,Price Mary R.; Howell Margaret
094624003,A Portrait of Jane Austen,London,1979,,Cecil David Lord
0717120481,A Portrait of the Artist as a Young Man,Boston,1993,,Kershner R. B.; Joyce James
9780582792548,A Portrait of the Artist as a Young Man,Harlow,1984,,Blamires Harry
0586087869,A Portrait of the Artist as a Young Man,LONDON,,,Joyce James
9780571049271,A Potter's Book,London,1976,3rd,Leach Bernard
0273033247,A Practical Approach to Caring,London,1991,,Williams Kate
9780582287402,A Practical Approach to Caring,Harlow,1996,,Williams Kate
9780273033240,A Practical Approach to Caring,London,1991,,Williams Kate; Hall Julie
9780273033240,A Practical Approach to Caring,London,1991,,Williams Kate; Hall Julie
9780273033240,A Practical Approach to Caring,London,1991,,Williams Kate; Hall Julie
9780582362796,A Practical Approach to Counselling,Harlow,2002,2nd,Hough Margaret
9780582362796,A Practical Approach to Counselling,Harlow,2002,2nd,Hough Margaret
9780582362796,A Practical Approach to Counselling,Harlow,2002,2nd,Hough Margaret
9780582362796,A Practical Approach to Counselling,Harlow,2002,2nd,Hough Margaret
0273600907,A Practical Approach to Counselling,London,1994,,Hough Margaret
1851850279,A practical approach to employment law,London,1986,2nd ed,Bowers John
0340692316,A Practical Approach to Motor Vehicle Engineering,Sevenoaks,2000,,Newbold Derek; Bonnick Allan
0340692316,A Practical Approach to Motor Vehicle Engineering,Sevenoaks,2000,,Newbold Derek; Bonnick Allan
0750663146,A practical approach to motor vehicle engineering and maintenance,,2005,2nd ed.,Bonnick Allan; Newbold Derek
9780713157963,A Practical Course of English Pronunciation a Perceptual Approach,London,1975,,Gimson Alfred C.
9780856859410,A Practical Dictionary of Household Hints,London,1982,,
0174481187,A Practical Guide to A Level Sociology,Walton-on-Thames,1985,,Lane J. K.
0174481187,A Practical Guide to A Level Sociology,Walton-on-Thames,1985,,Lane J. K.
9780748781287,A practical guide to activities for older children,,2007,,Walker Miranda
0748745033,A Practical Guide to Activities for Young Children,Cheltenham,1999,2nd,Hobart Christine; Frankel Jill
0748745033,A Practical Guide to Activities for Young Children,Cheltenham,1999,2nd,Hobart Christine; Frankel Jill
0748745033,A Practical Guide to Activities for Young Children,Cheltenham,1999,2nd,Hobart Christine; Frankel Jill
0748745033,A Practical Guide to Activities for Young Children,Cheltenham,1999,2nd,Hobart Christine; Frankel Jill
1850280665,A Practical Guide to Airbrushing,Surrey,1990,1st,Charlesworth Andy
1850320063,A Practical guide to Alterations and Improvements,London,1985,,Cooper Ron; Buckland John
9780748786718,A Practical Guide to Beauty Therapy for NVQ Level 2,Cheltenham,2004,,SIMMS JANET
9780748732784 ,A Practical Guide to Beauty Therapy for NVQ Level 2,Cheltenham,1993,2nd,SIMMS JANET
